event_id,event_date,status,home_team_id,home_team,away_team_id,away_team,home_score,away_score,round_number,venue_id,exported_at
190157,2014-06-17T12:00:00+00:00,finished,463,Brazil,451,Mexico,0,0,,,2026-06-07T16:02:52Z
190197,2014-06-17T09:00:00+00:00,finished,477,Belgium,490,Algeria,2,1,,435,2026-06-07T16:02:52Z
190192,2014-06-16T15:00:00+00:00,finished,495,Ghana,457,USA,1,2,,448,2026-06-07T16:02:52Z
190186,2014-06-16T12:00:00+00:00,finished,481,Iran,490,Algeria,0,0,,439,2026-06-07T16:02:52Z
190191,2014-06-16T09:00:00+00:00,finished,467,Germany,491,Portugal,4,0,,,2026-06-07T16:02:52Z
190185,2014-06-15T15:00:00+00:00,finished,489,Argentina,931,Bosnia & Herzegovina,2,1,,445,2026-06-07T16:02:52Z
190180,2014-06-15T12:00:00+00:00,finished,485,France,722,Honduras,3,0,,442,2026-06-07T16:02:52Z
190179,2014-06-15T09:00:00+00:00,finished,462,Switzerland,472,Ecuador,2,1,,,2026-06-07T16:02:52Z
190168,2014-06-14T18:00:00+00:00,finished,471,Côte d'Ivoire,470,Japan,2,1,,,2026-06-07T16:02:52Z
190174,2014-06-14T14:00:00+00:00,finished,493,England,1326,Italy,1,2,,447,2026-06-07T16:02:52Z
190173,2014-06-14T12:00:00+00:00,finished,480,Uruguay,699,Costa Rica,1,3,,438,2026-06-07T16:02:52Z
190167,2014-06-14T09:00:00+00:00,finished,498,Colombia,702,Greece,3,0,,,2026-06-07T16:02:52Z
190162,2014-06-13T14:00:00+00:00,finished,936,Chile,459,Australia,3,1,,,2026-06-07T16:02:52Z
190161,2014-06-13T12:00:00+00:00,finished,475,Spain,469,Netherlands,1,5,,,2026-06-07T16:02:52Z
190156,2014-06-13T09:00:00+00:00,finished,451,Mexico,658,Cameroon,1,0,,,2026-06-07T16:02:52Z
190155,2014-06-12T13:00:00+00:00,finished,463,Brazil,494,Croatia,3,1,,,2026-06-07T16:02:52Z
